matchNo,Date,Time,Team1,Team2,Score1,Score2,Note
2327,14.09.2012,20:25,Al-Shoalah,Al-Hilal,1,3,
2328,14.09.2012,20:25,Al-Ettifaq,Al-Faisaly,1,1,
2329,15.09.2012,20:25,Al-Raed,Al-Shabab,0,1,
2330,15.09.2012,20:25,Al-Nassr,Hajer,1,0,
2331,15.09.2012,20:25,Al Wehda,Najran,1,2,
2332,21.09.2012,20:15,Hajer,Al-Raed,1,2,
2333,21.09.2012,20:15,Al-Shoalah,Al-Taawon,1,0,
2334,22.09.2012,20:15,Al-Fateh,Najran,4,2,
2335,24.09.2012,20:15,Al-Ittihad FC,Al Wehda,1,0,
2336,24.09.2012,20:15,Al-Hilal,Al-Shabab,3,0,
2337,24.09.2012,20:15,Al-Faisaly,Al Ahli SC,0,3,
2338,28.09.2012,20:10,Najran,Al-Taawon,1,1,
2339,28.09.2012,20:10,Hajer,Al-Faisaly,3,3,
2340,28.09.2012,20:10,Al-Shabab,Al-Shoalah,2,1,
2341,28.09.2012,20:10,Al-Hilal,Al-Raed,6,0,
2342,29.09.2012,20:10,Al-Nassr,Al Wehda,3,1,
2343,04.10.2012,20:00,Al-Raed,Al-Shoalah,2,2,
2344,04.10.2012,20:00,Al-Faisaly,Al-Fateh,0,0,
2345,05.10.2012,20:00,Al-Shabab,Al-Nassr,2,1,
2346,07.10.2012,20:00,Najran,Al Ahli SC,2,0,
2347,07.10.2012,20:00,Al-Taawon,Al-Ittihad FC,3,3,
2348,07.10.2012,20:00,Al-Ettifaq,Hajer,3,1,
2349,07.10.2012,20:00,Al Wehda,Al-Hilal,1,2,
2350,19.10.2012,19:50,Al-Shoalah,Al-Ettifaq,0,1,
2351,19.10.2012,19:50,Al-Fateh,Hajer,3,0,
2352,19.10.2012,19:50,Al-Faisaly,Al Wehda,4,3,
2353,20.10.2012,19:50,Al-Taawon,Al-Shabab,0,1,
2354,20.10.2012,19:50,Al-Nassr,Najran,1,1,
2355,01.11.2012,19:40,Al-Hilal,Al-Faisaly,1,0,
2356,01.11.2012,19:40,Al-Ettifaq,Al-Shabab,3,1,
2357,02.11.2012,19:40,Hajer,Al-Taawon,0,1,
2358,02.11.2012,19:40,Al-Nassr,Al-Shoalah,3,1,
2359,04.11.2012,19:40,Najran,Al-Ittihad FC,2,0,
2360,04.11.2012,19:40,Al Wehda,Al-Raed,0,1,
2361,08.11.2012,19:40,Al-Shoalah,Hajer,0,0,
2362,09.11.2012,19:40,Najran,Al-Faisaly,0,1,
2363,09.11.2012,19:40,Al-Fateh,Al Wehda,3,1,
2364,09.11.2012,19:40,Al-Ettifaq,Al-Raed,1,0,
2365,10.11.2012,19:40,Al-Taawon,Al-Hilal,1,4,
2366,10.11.2012,19:40,Al-Shabab,Al-Ittihad FC,2,2,
2367,17.11.2012,19:35,Al-Taawon,Al Ahli SC,2,1,
2368,17.11.2012,19:35,Al-Fateh,Al-Ittihad FC,2,1,
2369,17.11.2012,19:35,Al-Ettifaq,Al-Nassr,1,3,
2370,21.11.2012,19:35,Al-Hilal,Al Ahli SC,4,1,
2371,21.11.2012,19:35,Al-Fateh,Al-Ettifaq,1,0,
2372,21.11.2012,19:35,Al Wehda,Al-Taawon,1,1,
2373,22.11.2012,19:35,Hajer,Al-Shabab,1,2,
2374,22.11.2012,19:35,Al-Raed,Najran,1,1,
2375,22.11.2012,19:35,Al-Ittihad FC,Al-Shoalah,1,0,
2376,22.11.2012,19:35,Al-Faisaly,Al-Nassr,1,2,
2377,26.11.2012,19:35,Al Ahli SC,Al-Ettifaq,0,2,
2378,29.11.2012,19:35,Najran,Al-Shabab,2,3,
2379,30.11.2012,19:45,Al-Ittihad FC,Al Ahli SC,1,3,
2380,04.12.2012,19:35,Al-Shoalah,Al Ahli SC,1,3,
2381,04.12.2012,19:35,Al-Ittihad FC,Al-Raed,2,2,
2382,04.12.2012,19:35,Al-Hilal,Hajer,2,0,
2383,06.12.2012,15:10,Al-Faisaly,Al-Taawon,2,1,
2384,06.12.2012,19:35,Al Wehda,Al-Ettifaq,0,3,
2385,08.12.2012,19:35,Al-Raed,Al Ahli SC,1,1,
2386,09.12.2012,19:35,Al-Nassr,Al-Fateh,0,0,
2387,09.12.2012,19:35,Al-Ittihad FC,Al-Hilal,1,2,
2388,12.12.2012,19:35,Hajer,Najran,1,0,
2389,12.12.2012,19:35,Al-Raed,Al-Nassr,0,2,
2390,13.12.2012,15:10,Al-Shoalah,Al Wehda,1,0,
2391,13.12.2012,15:10,Al-Shabab,Al-Faisaly,3,2,
2392,13.12.2012,19:40,Al Ahli SC,Al-Taawon,1,1,
2393,14.12.2012,14:55,Al-Fateh,Al-Hilal,2,1,
2394,14.12.2012,19:40,Al-Ettifaq,Al-Ittihad FC,0,0,
2395,27.12.2012,15:00,Al-Fateh,Al-Shoalah,2,1,
2396,27.12.2012,15:25,Al-Taawon,Al-Ettifaq,1,1,
2397,27.12.2012,19:45,Al Ahli SC,Al-Shabab,1,0,
2398,28.12.2012,15:15,Al-Hilal,Najran,3,1,
2399,28.12.2012,15:20,Al-Faisaly,Al-Raed,2,2,
2400,28.12.2012,19:45,Al-Ittihad FC,Al-Nassr,1,1,
2401,29.12.2012,19:45,Al Wehda,Hajer,1,2,
2402,21.01.2013,20:00,Al-Raed,Al-Fateh,1,3,
2403,21.01.2013,20:00,Al Ahli SC,Al-Nassr,2,1,
2404,24.01.2013,15:20,Hajer,Al Ahli SC,1,4,
2405,24.01.2013,15:35,Al-Shabab,Al Wehda,3,1,
2406,24.01.2013,15:55,Najran,Al-Shoalah,1,2,
2407,25.01.2013,15:35,Al-Nassr,Al-Taawon,3,2,
2408,25.01.2013,15:40,Al-Faisaly,Al-Ittihad FC,0,2,
2409,25.01.2013,19:55,Al-Ettifaq,Al-Hilal,2,2,
2410,27.01.2013,20:05,Al Ahli SC,Al-Fateh,3,3,
2411,30.01.2013,20:05,Al-Shoalah,Al-Faisaly,1,1,
2412,30.01.2013,20:05,Al-Hilal,Al-Nassr,0,1,
2413,30.01.2013,20:05,Al-Ettifaq,Najran,2,2,
2414,30.01.2013,20:10,Al-Ittihad FC,Hajer,2,2,
2415,31.01.2013,15:25,Al-Fateh,Al-Shabab,1,2,
2416,31.01.2013,15:45,Al-Taawon,Al-Raed,2,2,
2417,31.01.2013,20:10,Al Wehda,Al Ahli SC,1,3,
2418,13.02.2013,20:15,Najran,Al Wehda,1,1,
2419,13.02.2013,20:15,Al-Shabab,Al-Raed,2,2,
2420,13.02.2013,20:15,Al-Fateh,Al-Taawon,2,1,
2421,13.02.2013,20:15,Al-Faisaly,Al-Ettifaq,2,3,
2422,14.02.2013,20:15,Al-Hilal,Al-Shoalah,4,2,
2423,14.02.2013,20:15,Al Ahli SC,Al-Ittihad FC,1,1,
2424,18.02.2013,20:15,Al-Nassr,Al-Ettifaq,2,0,
2425,18.02.2013,20:20,Al-Shabab,Al-Hilal,3,2,
2426,20.02.2013,20:20,Najran,Al-Fateh,0,2,
2427,20.02.2013,20:20,Al-Taawon,Al-Shoalah,1,1,
2428,20.02.2013,20:20,Al Ahli SC,Al-Faisaly,2,1,
2429,21.02.2013,20:20,Al-Raed,Hajer,3,2,
2430,21.02.2013,20:20,Al Wehda,Al-Ittihad FC,2,1,
2431,01.03.2013,20:25,Al-Ittihad FC,Al-Fateh,0,2,
2432,02.03.2013,20:25,Al-Faisaly,Hajer,3,0,
2433,03.03.2013,20:25,Al-Shoalah,Al-Shabab,1,1,
2434,03.03.2013,20:25,Al-Raed,Al-Hilal,1,2,
2435,03.03.2013,20:25,Al-Ettifaq,Al Ahli SC,1,4,
2436,03.03.2013,20:25,Al Wehda,Al-Nassr,1,1,
2437,04.03.2013,20:25,Al-Taawon,Najran,1,2,
2438,07.03.2013,20:25,Al-Nassr,Al-Shabab,0,0,
2439,07.03.2013,20:25,Al-Fateh,Al-Faisaly,1,0,
2440,08.03.2013,20:25,Hajer,Al-Ettifaq,2,3,
2441,08.03.2013,20:25,Al-Shoalah,Al-Raed,0,0,
2442,08.03.2013,20:25,Al-Hilal,Al Wehda,2,0,
2443,08.03.2013,20:25,Al Ahli SC,Najran,5,1,
2444,09.03.2013,20:25,Al-Ittihad FC,Al-Taawon,2,1,
2445,28.03.2013,20:35,Al Ahli SC,Al-Raed,1,2,
2446,29.03.2013,20:35,Najran,Al-Nassr,1,1,
2447,29.03.2013,20:35,Al-Shabab,Al-Taawon,2,1,
2448,29.03.2013,20:35,Al-Hilal,Al-Ittihad FC,4,2,
2449,29.03.2013,20:35,Al-Ettifaq,Al-Shoalah,0,2,
2450,29.03.2013,20:35,Al Wehda,Al-Faisaly,1,2,
2451,30.03.2013,20:35,Hajer,Al-Fateh,1,2,
2452,06.04.2013,20:35,Hajer,Al-Nassr,0,1,
2453,12.04.2013,20:35,Al-Shoalah,Al-Nassr,1,2,
2454,12.04.2013,20:35,Al-Raed,Al Wehda,1,1,
2455,13.04.2013,20:35,Al-Taawon,Hajer,0,0,
2456,14.04.2013,20:35,Al-Shabab,Al-Ettifaq,3,1,
2457,14.04.2013,20:35,Al-Ittihad FC,Najran,2,0,
2458,14.04.2013,20:35,Al-Fateh,Al Ahli SC,1,0,
2459,14.04.2013,20:35,Al-Faisaly,Al-Hilal,0,1,
2460,18.04.2013,16:50,Al Wehda,Al-Fateh,2,1,
2461,18.04.2013,20:40,Hajer,Al-Shoalah,0,4,
2462,18.04.2013,20:40,Al-Raed,Al-Ettifaq,1,1,
2463,18.04.2013,20:40,Al-Nassr,Al Ahli SC,2,2,
2464,18.04.2013,20:40,Al-Ittihad FC,Al-Shabab,1,2,
2465,18.04.2013,20:40,Al-Hilal,Al-Taawon,0,0,
2466,18.04.2013,20:40,Al-Faisaly,Najran,6,1,
2467,27.04.2013,20:40,Najran,Al-Raed,0,1,
2468,27.04.2013,20:40,Al-Taawon,Al Wehda,1,1,
2469,27.04.2013,20:40,Al-Shoalah,Al-Ittihad FC,1,0,
2470,27.04.2013,20:40,Al-Shabab,Hajer,2,1,
2471,27.04.2013,20:40,Al-Nassr,Al-Faisaly,2,1,
2472,27.04.2013,20:40,Al-Ettifaq,Al-Fateh,0,4,
2473,27.04.2013,20:40,Al Ahli SC,Al-Hilal,1,1,
2474,23.08.2013,20:40,Al-Nassr,Najran,2,0,
2475,23.08.2013,20:40,Al-Nahda,Al-Shoalah,2,2,
2476,23.08.2013,20:40,Al-Fateh,Al-Taawon,1,1,
2477,24.08.2013,20:40,Al-Ettifaq,Al-Raed,2,1,
2478,24.08.2013,20:40,Al-Hilal,Al Orubah,3,0,
2479,25.08.2013,20:40,Al-Faisaly,Al Ahli SC,1,3,
2480,26.08.2013,20:40,Al-Shabab,Al-Ittihad FC,1,4,
2481,30.08.2013,20:35,Najran,Al-Raed,1,0,
2482,30.08.2013,20:35,Al-Taawon,Al-Faisaly,1,1,
2483,30.08.2013,20:35,Al-Fateh,Al-Nahda,4,0,
2484,30.08.2013,20:35,Al-Ettifaq,Al-Hilal,1,3,
2485,31.08.2013,20:35,Al-Shoalah,Al-Shabab,0,1,
2486,31.08.2013,20:35,Al Orubah,Al-Ittihad FC,1,0,
2487,31.08.2013,20:35,Al Ahli SC,Al-Nassr,0,0,
2488,11.09.2013,20:25,Al Ahli SC,Al Orubah,1,1,
2489,12.09.2013,20:25,Al-Shabab,Al-Raed,5,2,
2490,13.09.2013,20:25,Najran,Al-Taawon,1,2,
2491,13.09.2013,20:25,Al-Ittihad FC,Al-Fateh,4,2,
2492,13.09.2013,20:25,Al-Ettifaq,Al-Shoalah,1,0,
2493,14.09.2013,20:25,Al-Nassr,Al-Nahda,4,1,
2494,14.09.2013,20:25,Al-Faisaly,Al-Hilal,1,3,
2495,20.09.2013,20:15,Al-Raed,Al-Nassr,0,3,
2496,20.09.2013,20:15,Al-Hilal,Al-Ittihad FC,5,2,
2497,21.09.2013,20:15,Al-Taawon,Al-Ettifaq,2,2,
2498,21.09.2013,20:15,Al-Shoalah,Najran,1,2,
2499,21.09.2013,20:15,Al Orubah,Al-Faisaly,1,2,
2500,23.09.2013,20:15,Al-Shabab,Al-Fateh,1,1,
2501,23.09.2013,20:15,Al-Nahda,Al Ahli SC,1,5,
2502,26.09.2013,20:10,Al-Nassr,Al-Shoalah,2,0,
2503,27.09.2013,20:10,Najran,Al-Ettifaq,1,0,
2504,27.09.2013,20:10,Al-Ittihad FC,Al-Taawon,2,1,
2505,28.09.2013,20:10,Al-Raed,Al-Nahda,0,0,
2506,28.09.2013,20:10,Al-Fateh,Al Orubah,0,0,
2507,28.09.2013,20:10,Al-Faisaly,Al-Shabab,0,0,
2508,28.09.2013,20:10,Al Ahli SC,Al-Hilal,1,1,
2509,04.10.2013,20:05,Al-Shoalah,Al-Taawon,1,2,
2510,04.10.2013,20:05,Al-Nahda,Najran,2,5,
2511,04.10.2013,20:05,Al-Ittihad FC,Al Ahli SC,0,0,
2512,04.10.2013,20:05,Al-Fateh,Al-Faisaly,1,0,
2513,05.10.2013,20:05,Al-Hilal,Al-Raed,1,2,
2514,05.10.2013,20:05,Al-Ettifaq,Al-Shabab,0,1,
2515,05.10.2013,20:05,Al Orubah,Al-Nassr,0,0,
2516,25.10.2013,19:45,Al-Taawon,Al-Hilal,1,2,
2517,25.10.2013,19:45,Al-Shabab,Najran,5,1,
2518,25.10.2013,19:45,Al-Faisaly,Al-Ittihad FC,3,0,
2519,25.10.2013,19:45,Al Ahli SC,Al-Shoalah,5,2,
2520,26.10.2013,19:45,Al-Raed,Al Orubah,1,1,
2521,26.10.2013,19:45,Al-Nassr,Al-Fateh,1,0,
2522,26.10.2013,19:45,Al-Ettifaq,Al-Nahda,2,1,
2523,31.10.2013,19:40,Al Ahli SC,Al-Raed,0,0,
2524,01.11.2013,19:40,Najran,Al Orubah,2,0,
2525,01.11.2013,19:40,Al-Nahda,Al-Taawon,0,2,
2526,01.11.2013,19:40,Al-Ittihad FC,Al-Ettifaq,1,1,
2527,01.11.2013,19:40,Al-Hilal,Al-Shabab,4,1,
2528,02.11.2013,19:40,Al-Shoalah,Al-Fateh,2,2,
2529,02.11.2013,19:40,Al-Faisaly,Al-Nassr,0,2,
2530,06.11.2013,15:30,Al Orubah,Al-Shoalah,2,2,
2531,06.11.2013,19:45,Najran,Al-Hilal,0,1,
2532,06.11.2013,19:45,Al-Raed,Al-Faisaly,1,0,
2533,06.11.2013,19:45,Al-Nassr,Al-Ettifaq,2,2,
2534,07.11.2013,19:45,Al-Taawon,Al-Shabab,3,3,
2535,07.11.2013,19:45,Al-Nahda,Al-Ittihad FC,4,4,
2536,07.11.2013,19:45,Al-Fateh,Al Ahli SC,0,3,
2537,24.11.2013,19:35,Al-Shabab,Al-Nahda,6,0,
2538,24.11.2013,19:35,Al-Fateh,Najran,5,2,
2539,24.11.2013,19:35,Al-Ettifaq,Al Orubah,0,0,
2540,24.11.2013,19:35,Al Ahli SC,Al-Taawon,1,2,
2541,25.11.2013,19:35,Al-Raed,Al-Ittihad FC,1,4,
2542,25.11.2013,19:35,Al-Hilal,Al-Nassr,1,2,
2543,25.11.2013,19:35,Al-Faisaly,Al-Shoalah,2,0,
2544,28.11.2013,19:35,Al-Shabab,Al Ahli SC,1,0,
2545,29.11.2013,15:25,Al Orubah,Al-Nahda,1,1,
2546,29.11.2013,15:30,Najran,Al-Faisaly,1,0,
2547,29.11.2013,19:35,Al-Ittihad FC,Al-Nassr,0,3,
2548,30.11.2013,15:15,Al-Taawon,Al-Raed,2,1,
2549,30.11.2013,19:35,Al-Shoalah,Al-Hilal,2,2,
2550,30.11.2013,19:35,Al-Ettifaq,Al-Fateh,2,0,
2551,06.12.2013,14:55,Al-Fateh,Al-Raed,2,2,
2552,06.12.2013,15:20,Al-Taawon,Al Orubah,0,1,
2553,06.12.2013,19:35,Al-Nahda,Al-Hilal,1,2,
2554,07.12.2013,15:10,Al-Shoalah,Al-Ittihad FC,2,1,
2555,07.12.2013,15:10,Al-Faisaly,Al-Ettifaq,0,3,
2556,07.12.2013,19:35,Al-Nassr,Al-Shabab,3,2,
2557,07.12.2013,19:35,Al Ahli SC,Najran,3,2,
2558,13.12.2013,15:10,Al-Nassr,Al-Taawon,2,1,
2559,13.12.2013,15:15,Al-Raed,Al-Shoalah,0,1,
2560,13.12.2013,15:25,Al Orubah,Al-Shabab,1,1,
2561,13.12.2013,19:35,Al-Ettifaq,Al Ahli SC,2,0,
2562,14.12.2013,15:10,Al-Hilal,Al-Fateh,2,0,
2563,14.12.2013,19:35,Al-Nahda,Al-Faisaly,0,0,
2564,14.12.2013,19:35,Al-Ittihad FC,Najran,3,2,
2565,19.12.2013,19:45,Najran,Al-Nassr,2,3,
2566,19.12.2013,19:45,Al-Ettifaq,Al-Raed,0,1,
2567,19.12.2013,19:45,Al Ahli SC,Al-Faisaly,1,1,
2568,20.12.2013,15:10,Al-Shoalah,Al-Nahda,0,0,
2569,20.12.2013,15:20,Al-Taawon,Al-Fateh,1,0,
2570,20.12.2013,15:25,Al Orubah,Al-Hilal,2,3,
2571,20.12.2013,19:45,Al-Ittihad FC,Al-Shabab,1,1,
2572,27.12.2013,15:15,Al-Shabab,Al-Shoalah,1,3,
2573,27.12.2013,15:20,Al-Faisaly,Al-Taawon,0,0,
2574,27.12.2013,19:50,Al-Nahda,Al-Fateh,1,2,
2575,28.12.2013,15:15,Al-Hilal,Al-Ettifaq,5,1,
2576,28.12.2013,15:25,Al-Raed,Najran,1,0,
2577,28.12.2013,19:50,Al-Ittihad FC,Al Orubah,0,0,
2578,29.12.2013,19:50,Al-Nassr,Al Ahli SC,3,1,
2579,02.01.2014,15:05,Al-Fateh,Al-Ittihad FC,1,1,
2580,02.01.2014,19:55,Al-Raed,Al-Shabab,0,0,
2581,02.01.2014,19:55,Al-Hilal,Al-Faisaly,2,1,
2582,03.01.2014,15:20,Al-Shoalah,Al-Ettifaq,4,0,
2583,03.01.2014,15:30,Al-Taawon,Najran,2,0,
2584,03.01.2014,15:35,Al Orubah,Al Ahli SC,0,4,
2585,03.01.2014,20:00,Al-Nahda,Al-Nassr,1,4,
2586,09.01.2014,15:45,Najran,Al-Shoalah,0,1,
2587,09.01.2014,20:00,Al-Ittihad FC,Al-Hilal,2,2,
2588,09.01.2014,20:00,Al-Ettifaq,Al-Taawon,3,3,
2589,10.01.2014,15:05,Al-Fateh,Al-Shabab,2,1,
2590,10.01.2014,15:25,Al-Nassr,Al-Raed,3,0,
2591,10.01.2014,15:30,Al-Faisaly,Al Orubah,1,1,
2592,10.01.2014,20:00,Al Ahli SC,Al-Nahda,3,1,
2593,16.01.2014,15:30,Al-Shoalah,Al-Nassr,0,3,
2594,16.01.2014,15:40,Al-Taawon,Al-Ittihad FC,1,1,
2595,16.01.2014,20:05,Al-Hilal,Al Ahli SC,1,0,
2596,16.01.2014,20:05,Al-Ettifaq,Najran,0,0,
2597,17.01.2014,15:30,Al-Shabab,Al-Faisaly,4,3,
2598,17.01.2014,15:45,Al Orubah,Al-Fateh,2,1,
2599,17.01.2014,20:05,Al-Nahda,Al-Raed,1,0,
2600,24.01.2014,15:35,Al-Shabab,Al-Ettifaq,0,0,
2601,24.01.2014,15:40,Al-Faisaly,Al-Fateh,2,1,
2602,24.01.2014,15:45,Al-Taawon,Al-Shoalah,0,1,
2603,24.01.2014,20:10,Al Ahli SC,Al-Ittihad FC,2,1,
2604,25.01.2014,15:45,Al-Raed,Al-Hilal,0,1,
2605,25.01.2014,15:50,Najran,Al-Nahda,5,1,
2606,25.01.2014,20:10,Al-Nassr,Al Orubah,2,1,
2607,28.01.2014,20:15,Al-Hilal,Al-Taawon,1,0,
2608,28.01.2014,20:15,Al-Fateh,Al-Nassr,1,2,
2609,30.01.2014,15:40,Al-Shoalah,Al Ahli SC,1,1,
2610,30.01.2014,20:15,Najran,Al-Shabab,1,1,
2611,30.01.2014,20:15,Al-Nahda,Al-Ettifaq,2,0,
2612,30.01.2014,20:15,Al Orubah,Al-Raed,0,0,
2613,31.01.2014,20:15,Al-Ittihad FC,Al-Faisaly,1,2,
2614,06.02.2014,20:20,Al-Shabab,Al-Hilal,1,0,
2615,06.02.2014,20:20,Al-Raed,Al Ahli SC,0,1,
2616,06.02.2014,20:20,Al Orubah,Najran,1,1,
2617,07.02.2014,20:20,Al-Taawon,Al-Nahda,4,1,
2618,07.02.2014,20:20,Al-Nassr,Al-Faisaly,4,0,
2619,07.02.2014,20:20,Al-Fateh,Al-Shoalah,3,1,
2620,07.02.2014,20:20,Al-Ettifaq,Al-Ittihad FC,2,5,
2621,13.02.2014,20:25,Al-Shoalah,Al Orubah,1,2,
2622,13.02.2014,20:25,Al-Shabab,Al-Taawon,1,0,
2623,13.02.2014,20:25,Al-Hilal,Najran,2,0,
2624,13.02.2014,20:25,Al-Faisaly,Al-Raed,3,2,
2625,14.02.2014,20:25,Al-Ittihad FC,Al-Nahda,2,1,
2626,14.02.2014,20:25,Al-Ettifaq,Al-Nassr,1,2,
2627,14.02.2014,20:25,Al Ahli SC,Al-Fateh,4,0,
2628,21.02.2014,20:20,Najran,Al-Fateh,1,1,
2629,21.02.2014,20:20,Al-Nassr,Al-Hilal,3,4,
2630,21.02.2014,20:20,Al-Nahda,Al-Shabab,4,1,
2631,21.02.2014,20:20,Al-Ittihad FC,Al-Raed,1,2,
2632,22.02.2014,15:55,Al-Taawon,Al Ahli SC,1,1,
2633,22.02.2014,20:20,Al-Shoalah,Al-Faisaly,1,1,
2634,22.02.2014,20:20,Al Orubah,Al-Ettifaq,1,4,
2635,22.03.2014,20:25,Al-Raed,Al-Taawon,0,0,
2636,22.03.2014,20:25,Al-Nahda,Al Orubah,2,2,
2637,22.03.2014,20:25,Al-Faisaly,Najran,1,0,
2638,23.03.2014,20:25,Al-Nassr,Al-Ittihad FC,3,1,
2639,23.03.2014,20:25,Al-Hilal,Al-Shoalah,2,0,
2640,23.03.2014,20:25,Al-Fateh,Al-Ettifaq,2,0,
2641,23.03.2014,20:25,Al Ahli SC,Al-Shabab,1,1,
2642,28.03.2014,20:35,Najran,Al Ahli SC,0,5,
2643,28.03.2014,20:35,Al-Shabab,Al-Nassr,1,1,
2644,28.03.2014,20:35,Al-Raed,Al-Fateh,2,1,
2645,28.03.2014,20:35,Al-Ittihad FC,Al-Shoalah,4,1,
2646,28.03.2014,20:35,Al-Hilal,Al-Nahda,6,0,
2647,28.03.2014,20:35,Al-Ettifaq,Al-Faisaly,1,1,
2648,28.03.2014,20:35,Al Orubah,Al-Taawon,0,0,
2649,06.04.2014,20:35,Najran,Al-Ittihad FC,2,0,
2650,06.04.2014,20:35,Al-Taawon,Al-Nassr,1,1,
2651,06.04.2014,20:35,Al-Shoalah,Al-Raed,1,1,
2652,06.04.2014,20:35,Al-Shabab,Al Orubah,1,3,
2653,06.04.2014,20:35,Al-Fateh,Al-Hilal,0,1,
2654,06.04.2014,20:35,Al-Faisaly,Al-Nahda,2,1,
2655,06.04.2014,20:35,Al Ahli SC,Al-Ettifaq,2,1,
2656,08.08. 2014,20:45,Al-Ittihad FC,Al-Faisaly,2,1,
2657,08.08.2014,20:45,Al-Hilal,Al Orubah,4,1,
2658,13.08.2014,20:50,Al-Shoalah,Al-Hilal,1,3,
2659,13.08.2014,20:50,Al-Ittihad FC,Al-Fateh,1,0,
2660,15.08.2014,19:40,Al Orubah,Al-Taawon,4,3,
2661,15.08.2014,20:50,Al-Faisaly,Al-Raed,1,0,
2662,15.08.2014,21:15,Al-Nassr,Najran,4,1,
2663,16.08.2014,20:50,Al-Shabab,Al Khaleej,2,0,
2664,16.08.2014,20:50,Al Ahli SC,Hajer,6,1,
2665,22.08.2014,18:50,Hajer,Al-Taawon,2,0,
2666,22.08.2014,18:50,Al Khaleej,Al-Shoalah,1,1,
2667,23.08.2014,20:45,Najran,Al Ahli SC,1,1,
2668,23.08.2014,20:45,Al-Raed,Al-Nassr,1,2,
2669,23.08.2014,20:45,Al-Fateh,Al-Shabab,0,2,
2670,29.08.2014,18:45,Al-Fateh,Al-Faisaly,1,2,
2671,29.08.2014,20:40,Al-Shabab,Hajer,2,0,
2672,30.08.2014,19:25,Al Orubah,Al-Raed,2,1,
2673,30.08.2014,20:40,Al-Taawon,Najran,0,0,
2674,30.08.2014,20:40,Al Khaleej,Al-Nassr,0,1,
2675,31.08.2014,18:55,Al-Shoalah,Al-Ittihad FC,1,3,
2676,31.08.2014,20:40,Al-Hilal,Al Ahli SC,0,0,
2677,11.09.2014,18:45,Al-Faisaly,Hajer,2,0,
2678,11.09.2014,20:25,Al-Raed,Al-Taawon,0,0,
2679,12.09.2014,20:25,Al-Shabab,Al-Shoalah,2,1,
2680,12.09.2014,20:25,Al-Ittihad FC,Al Orubah,2,1,
2681,12.09.2014,20:25,Al-Hilal,Najran,2,1,
2682,13.09.2014,20:25,Al-Nassr,Al-Fateh,4,2,
2683,13.09.2014,20:25,Al Ahli SC,Al Khaleej,2,1,
2684,17.09.2014,18:20,Hajer,Al-Raed,2,1,
2685,17.09.2014,19:00,Al Orubah,Al-Faisaly,1,1,
2686,17.09.2014,20:20,Al Ahli SC,Al-Shabab,0,0,
2687,18.09.2014,20:20,Al-Taawon,Al-Fateh,1,2,
2688,18.09.2014,20:20,Al-Shoalah,Al-Nassr,1,2,
2689,19.09.2014,20:20,Najran,Al-Ittihad FC,1,2,
2690,19.09.2014,20:20,Al-Hilal,Al Khaleej,3,0,
2691,24.09.2014,20:15,Al-Fateh,Al-Hilal,1,2,
2692,26.09.2014,20:15,Al-Raed,Al-Ittihad FC,0,1,
2693,27.09.2014,18:25,Al-Shoalah,Al Ahli SC,0,2,
2694,27.09.2014,18:30,Al-Faisaly,Al-Taawon,2,2,
2695,27.09.2014,20:15,Al-Shabab,Najran,2,1,
2696,28.09.2014,18:10,Al Khaleej,Hajer,2,2,
2697,28.09.2014,20:15,Al-Nassr,Al Orubah,2,1,
2698,16.10.2014,17:50,Hajer,Al Orubah,1,0,
2699,16.10.2014,18:20,Najran,Al-Faisaly,0,1,
2700,16.10.2014,19:55,Al-Taawon,Al-Shoalah,3,0,
2701,17.10.2014,17:50,Al-Fateh,Al-Raed,3,2,
2702,17.10.2014,19:55,Al-Ittihad FC,Al Khaleej,2,1,
2703,17.10.2014,19:55,Al-Hilal,Al-Shabab,0,1,
2704,18.10.2014,19:55,Al Ahli SC,Al-Nassr,2,1,
2705,24.10.2014,17:45,Hajer,Najran,0,3,
2706,24.10.2014,18:30,Al Orubah,Al Khaleej,2,2,
2707,24.10.2014,19:50,Al-Faisaly,Al-Shabab,1,3,
2708,25.10.2014,18:00,Al-Shoalah,Al-Fateh,1,0,
2709,25.10.2014,19:50,Al-Raed,Al Ahli SC,2,4,
2710,25.10.2014,20:00,Al-Nassr,Al-Ittihad FC,2,1,
2711,30.10.2014,17:35,Al Khaleej,Al-Fateh,2,2,
2712,30.10.2014,19:45,Al-Taawon,Al-Nassr,0,1,
2713,30.10.2014,19:45,Al-Shabab,Al-Raed,0,0,
2714,30.10.2014,19:45,Al Ahli SC,Al Orubah,2,0,
2715,31.10.2014,18:10,Najran,Al-Shoalah,3,1,
2716,31.10.2014,19:45,Al-Ittihad FC,Hajer,0,1,
2717,29.11.2014,14:55,Al-Fateh,Najran,2,1,
2718,29.11.2014,15:05,Al-Shoalah,Al Orubah,0,0,
2719,29.11.2014,17:50,Al-Raed,Al Khaleej,1,2,
2720,30.11.2014,19:35,Hajer,Al-Nassr,0,4,
2721,30.11.2014,19:35,Al-Shabab,Al-Taawon,1,2,
2722,30.11.2014,19:35,Al Ahli SC,Al-Faisaly,1,1,
2723,01.12.2014,19:45,Al-Ittihad FC,Al-Hilal,0,0,
2724,04.12.2014,17:25,Al Khaleej,Najran,0,1,
2725,04.12.2014,17:45,Al-Shoalah,Hajer,3,1,
